timeframe,cluster2017,cluster2017_nf,start_date,end_date,PctPoorPersons,PctPoorChildren,PctPoorElderly,AvgFamilyIncAdj,PctPoorPersons_m,PctPoorChildren_m,PctPoorElderly_m,AvgFamilyIncAdj_m,PctChgAvgFamilyIncAdj,Tanf_client,Fs_client
2000,"Edgewood, Bloomingdale, Truxton Circle, Eckington",Cluster 21,1-Jan-00,31-Dec-00,23,31,18,69609,.,.,.,.,X,X,X
2000,"Brookland, Brentwood, Langdon",Cluster 22,1-Jan-00,31-Dec-00,18,28,13,88914,.,.,.,.,X,X,X
2000,"Ivy City, Arboretum, Trinidad, Carver Langston",Cluster 23,1-Jan-00,31-Dec-00,30,45,21,55072,.,.,.,.,X,X,X
2000,"Woodridge, Fort Lincoln, Gateway",Cluster 24,1-Jan-00,31-Dec-00,16,11,26,93002,.,.,.,.,X,X,X
2000,"Union Station, Stanton Park, Kingman Park",Cluster 25,1-Jan-00,31-Dec-00,18,30,19,90842,.,.,.,.,X,X,X
2000,"Capitol Hill, Lincoln Park",Cluster 26,1-Jan-00,31-Dec-00,15,33,19,133328,.,.,.,.,X,X,X
2000,"Near Southeast, Navy Yard",Cluster 27,1-Jan-00,31-Dec-00,62,78,73,34491,.,.,.,.,X,X,X
2000,Historic Anacostia,Cluster 28,1-Jan-00,31-Dec-00,38,50,30,43484,.,.,.,.,X,X,X
2000,"Eastland Gardens, Kenilworth",Cluster 29,1-Jan-00,31-Dec-00,28,43,13,61619,.,.,.,.,X,X,X
2000,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,1-Jan-00,31-Dec-00,30,38,32,46892,.,.,.,.,X,X,X
2000,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,1-Jan-00,31-Dec-00,28,37,22,58380,.,.,.,.,X,X,X
2000,"River Terrace, Benning, Greenway, Dupont Park",Cluster 32,1-Jan-00,31-Dec-00,24,35,17,55568,.,.,.,.,X,X,X
2000,"Capitol View, Marshall Heights, Benning Heights",Cluster 33,1-Jan-00,31-Dec-00,33,48,21,56384,.,.,.,.,X,X,X
2000,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",Cluster 34,1-Jan-00,31-Dec-00,15,21,12,87169,.,.,.,.,X,X,X
2000,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",Cluster 35,1-Jan-00,31-Dec-00,16,27,12,80100,.,.,.,.,X,X,X
2000,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",Cluster 36,1-Jan-00,31-Dec-00,47,61,42,41592,.,.,.,.,X,X,X
2000,"Sheridan, Barry Farm, Buena Vista",Cluster 37,1-Jan-00,31-Dec-00,46,59,25,35079,.,.,.,.,X,X,X
2000,"Douglas, Shipley Terrace",Cluster 38,1-Jan-00,31-Dec-00,45,56,28,39924,.,.,.,.,X,X,X
2000,"Congress Heights, Bellevue, Washington Highlands",Cluster 39,1-Jan-00,31-Dec-00,33,45,18,53622,.,.,.,.,X,X,X
2000,Walter Reed,Cluster 40,1-Jan-00,31-Dec-00,6.5,i,i,201687,.,.,.,.,X,X,X
2000,Rock Creek Park,Cluster 41,1-Jan-00,31-Dec-00,8.8,9.6,9.9,176555,.,.,.,.,X,X,X
2000,Saint Elizabeths,Cluster 43,1-Jan-00,31-Dec-00,71,73,34,35727,.,.,.,.,X,X,X
2000,Joint Base Anacostia-Bolling,Cluster 44,1-Jan-00,31-Dec-00,11,9.8,7.9,79590,.,.,.,.,X,X,X
2000,"Arboretum, Anacostia River",Cluster 46,1-Jan-00,31-Dec-00,i,i,i,.,.,.,.,.,X,X,X
1990,"Kalorama Heights, Adams Morgan, Lanier Heights",Cluster 1,1-Jan-90,31-Dec-90,11,21,11,132339,.,.,.,.,X,X,X
1990,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Cluster 2,1-Jan-90,31-Dec-90,24,33,30,62003,.,.,.,.,X,X,X
1990,"Howard University, Le Droit Park, Cardozo/Shaw",Cluster 3,1-Jan-90,31-Dec-90,23,26,33,65131,.,.,.,.,X,X,X
1990,"Georgetown, Burleith/Hillandale",Cluster 4,1-Jan-90,31-Dec-90,15,9.5,10,273915,.,.,.,.,X,X,X
1990,"West End, Foggy Bottom, GWU",Cluster 5,1-Jan-90,31-Dec-90,21,9.4,8.6,246219,.,.,.,.,X,X,X
1990,"Dupont Circle, Connecticut Avenue/K Street",Cluster 6,1-Jan-90,31-Dec-90,12,19,18,126650,.,.,.,.,X,X,X
1990,"Shaw, Logan Circle",Cluster 7,1-Jan-90,31-Dec-90,26,29,41,65184,.,.,.,.,X,X,X
1990,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Cluster 8,1-Jan-90,31-Dec-90,33,34,50,48813,.,.,.,.,X,X,X
1990,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",Cluster 9,1-Jan-90,31-Dec-90,20,47,11,95722,.,.,.,.,X,X,X
1990,"Hawthorne, Barnaby Woods, Chevy Chase",Cluster 10,1-Jan-90,31-Dec-90,3.9,0.9,7.2,202484,.,.,.,.,X,X,X
1990,"Friendship Heights, American University Park, Tenleytown",Cluster 11,1-Jan-90,31-Dec-90,6.5,1.9,5.3,191622,.,.,.,.,X,X,X
1990,"North Cleveland Park, Forest Hills, Van Ness",Cluster 12,1-Jan-90,31-Dec-90,4.5,0,4.2,236947,.,.,.,.,X,X,X
1990,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",Cluster 13,1-Jan-90,31-Dec-90,6.8,3.8,2.8,297108,.,.,.,.,X,X,X
1990,"Cathedral Heights, McLean Gardens, Glover Park",Cluster 14,1-Jan-90,31-Dec-90,9.9,6.2,3.1,211548,.,.,.,.,X,X,X
1990,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",Cluster 15,1-Jan-90,31-Dec-90,4.1,0.2,6,259739,.,.,.,.,X,X,X
1990,"Colonial Village, Shepherd Park, North Portal Estates",Cluster 16,1-Jan-90,31-Dec-90,2.4,0,3.8,196696,.,.,.,.,X,X,X
1990,"Takoma, Brightwood, Manor Park",Cluster 17,1-Jan-90,31-Dec-90,7.7,7.9,10,97208,.,.,.,.,X,X,X
1990,"Brightwood Park, Crestwood, Petworth",Cluster 18,1-Jan-90,31-Dec-90,11,13,15,89551,.,.,.,.,X,X,X
1990,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",Cluster 19,1-Jan-90,31-Dec-90,6.8,6.3,8.8,90726,.,.,.,.,X,X,X
1990,"North Michigan Park, Michigan Park, University Heights",Cluster 20,1-Jan-90,31-Dec-90,5.7,4.1,7.2,106495,.,.,.,.,X,X,X
1990,"Edgewood, Bloomingdale, Truxton Circle, Eckington",Cluster 21,1-Jan-90,31-Dec-90,17,20,20,73886,.,.,.,.,X,X,X
1990,"Brookland, Brentwood, Langdon",Cluster 22,1-Jan-90,31-Dec-90,14,20,16,83640,.,.,.,.,X,X,X
1990,"Ivy City, Arboretum, Trinidad, Carver Langston",Cluster 23,1-Jan-90,31-Dec-90,23,30,24,56401,.,.,.,.,X,X,X
1990,"Woodridge, Fort Lincoln, Gateway",Cluster 24,1-Jan-90,31-Dec-90,13,6.4,26,92674,.,.,.,.,X,X,X
1990,"Union Station, Stanton Park, Kingman Park",Cluster 25,1-Jan-90,31-Dec-90,15,19,22,88709,.,.,.,.,X,X,X
1990,"Capitol Hill, Lincoln Park",Cluster 26,1-Jan-90,31-Dec-90,13,24,17,116426,.,.,.,.,X,X,X
1990,"Near Southeast, Navy Yard",Cluster 27,1-Jan-90,31-Dec-90,54,63,64,37571,.,.,.,.,X,X,X
1990,Historic Anacostia,Cluster 28,1-Jan-90,31-Dec-90,33,44,33,49067,.,.,.,.,X,X,X
1990,"Eastland Gardens, Kenilworth",Cluster 29,1-Jan-90,31-Dec-90,9.8,5.5,21,93696,.,.,.,.,X,X,X
1990,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,1-Jan-90,31-Dec-90,25,37,16,54049,.,.,.,.,X,X,X
1990,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,1-Jan-90,31-Dec-90,27,39,24,58020,.,.,.,.,X,X,X
1990,"River Terrace, Benning, Greenway, Dupont Park",Cluster 32,1-Jan-90,31-Dec-90,18,29,20,62205,.,.,.,.,X,X,X
1990,"Capitol View, Marshall Heights, Benning Heights",Cluster 33,1-Jan-90,31-Dec-90,24,37,20,60104,.,.,.,.,X,X,X
